"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind","TxCC"
"1","Diretta","145.37500","145.37500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","Analog","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"2","VR-IR3ZWK-BoscoC","145.72500","145.12500","A-Analog","Mid","12.5K","Off","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"3","VR-IR3ZYT-Pastel","145.77500","145.17500","A-Analog","Mid","12.5K","Off","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"4","A-VRRU1Verona","430.02500","431.62500","A-Analog","Mid","12.5K","Off","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"5","VR-IR3ZYM-Baldo","430.05000","431.65000","A-Analog","Mid","12.5K","Off","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"6","A-VRRU11Martino","430.27500","431.87500","A-Analog","Mid","12.5K","Off","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"7","VR-IR3UX-Tomba","430.41250","435.41250","A-Analog","Mid","12.5K","Off","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"8","PC Ponte","173.71250","169.11250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"9","PC Diretta","173.71250","173.71250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"10","Channel 4","440.00000","440.00000","D-Digital","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"11","AIB Diretta 1","160.53750","160.53750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"12","AIB Diretta 2","169.96250","169.96250","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"13","AIB Diretta 3","162.46250","162.46250","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"14","AIB Rpt Ana A","162.46250","157.86250","A-Analog","High","12.5K","123.0","123.0","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"15","AIB Rpt Ana B","162.46250","157.86250","A-Analog","High","12.5K","162.2","162.2","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"16","AIB Rpt Ana C","162.46250","157.86250","A-Analog","High","12.5K","94.8","94.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"17","AIB Rpt Ana D","162.46250","157.86250","A-Analog","High","12.5K","118.8","118.8","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"18","AIB Rpt Ana E","162.46250","157.86250","A-Analog","High","12.5K","88.5","88.5","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"19","AIB Rpt Ana F","162.46250","157.86250","A-Analog","High","12.5K","107.2","107.2","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","AIB","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"20","RV46","145.57500","144.97500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"21","RV47","145.58750","144.98750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"22","RV48","145.60000","145.00000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"23","RV49","145.61250","145.01250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"24","RV50","145.62500","145.02500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"25","RV51","145.63750","145.03750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"26","RV52","145.65000","145.05000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"27","RV53","145.66250","145.06250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"28","RV54","145.67500","145.07500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"29","RV55","145.68750","145.08750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"30","RV56","145.70000","145.10000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"31","RV57","145.71250","145.11250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"32","RV58","145.72500","145.12500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"33","RV59","145.73750","145.13750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"34","RV60","145.75000","145.15000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"35","RV61","145.76250","145.16250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"36","RV62","145.77500","145.17500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"37","RV63","145.78750","145.18750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"38","RU001","430.01250","431.61250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"39","RU002","430.02500","431.62500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"40","RU003","430.03750","431.63750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"41","RU004","430.05000","431.65000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"42","RU005","430.06250","431.66250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"43","RU006","430.07500","431.67500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"44","RU007","430.08750","431.68750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"45","RU008","430.10000","431.70000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"46","RU009","430.11250","431.71250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"47","RU010","430.12500","431.72500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"48","RU011","430.13750","431.73750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"49","RU012","430.15000","431.75000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"50","RU013","430.16250","431.76250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"51","RU014","430.17500","431.77500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"52","RU015","430.18750","431.78750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"53","RU016","430.20000","431.80000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"54","RU017","430.21250","431.81250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"55","RU018","430.22500","431.82500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"56","RU019","430.23750","431.83750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"57","RU020","430.25000","431.85000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"58","RU021","430.26250","431.86250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"59","RU022","430.27500","431.87500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"60","RU023","430.28750","431.88750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"61","RU024","430.30000","431.90000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"62","RU025","430.31250","431.91250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"63","RU026","430.32500","431.92500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"64","RU027","430.33750","431.93750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"65","RU028","430.35000","431.95000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"66","RU029","430.36250","431.96250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"67","RU030","430.37500","431.97500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"68","RU031","430.38750","431.98750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"69","RU098","431.22500","432.82500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"70","RU099","431.23750","432.83750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"71","RU100","431.25000","432.85000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"72","RU101","431.26250","432.86250","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"73","RU102","431.27500","432.87500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"74","RU103","431.28750","432.88750","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"75","RU104","431.30000","432.90000","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","2511.0","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
