"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind","TxCC"
"279","SV-IR1ZWJ-San Gi","145.65000","145.05000","A-Analog","High","12.5K","74.4","74.4","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"280","SV-Bardineto","145.66250","145.06250","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"281","SV-IR1X-M.Beigua","145.67500","145.07500","A-Analog","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"282","SV-IR1UGS-Pizzo","145.73750","145.13750","A-Analog","High","12.5K","162.2","162.2","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"283","SV-M.Tirasso","145.76250","145.16250","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"284","SV-IR1V-Bergeggi","145.77500","145.17500","A-Analog","High","12.5K","162.2","162.2","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"285","SV-Finale","145.78750","145.18750","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"286","SV-M.Beigua","430.03750","435.03750","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"287","SV-Spotorno","430.07500","431.67500","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"288","SV-IR1ZWI-Murial","430.13750","431.73750","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"289","SV-IR1UV-Finale","430.18750","431.78750","A-Analog","High","12.5K","162.2","162.2","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"290","SV-Albenga","430.47500","435.47500","A-Analog","High","12.5K","110.9","110.9","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"291","SV-IQ1LA-Loano","431.31250","432.91250","A-Analog","High","12.5K","162.2","162.2","ITALIA","Group Call","222","IZ7XXX","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"292","IK1HJT Arquata","430.30000","437.90000","D-Digital","High","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","Digi Scan 1","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"293","OS4 4000","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"294","OS4 WORLDWIDE","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"295","OS4 EUROPE","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"296","OS4 ITALIA 222","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"297","OS4 Veneto","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"298","OS4 CLUSTER VR","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"299","OS4 ARI","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"300","OS4 Hungary 216","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"301","OS4 Sverige 240","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"302","OS4 Finland 244","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"303","OS4 Spain 214","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"304","OS4 Deutschland","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"305","OS4 Bayern","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"306","OS4 Australia","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"307","OS4 Brazil 724","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"308","OS4 Canada 302","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"309","OS4 NorthAmerica","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"310","OS4 California","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"311","OS4 Lombardia","433.75000","433.75000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","On","Off","Off","Off","Off","1","0.00000","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"312","PS2 4000","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"313","PS2 WORLDWIDE","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"314","PS2 EUROPE","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"315","PS2 ITALIA 222","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"316","PS2 Veneto","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"317","PS2 CLUSTER VR","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"318","PS2 ARI","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"319","PS2 Hungary 216","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"320","PS2 Sverige 240","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"321","PS2 Finland 244","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"322","PS2 Spain 214","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"323","PS2 Deutschland","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"324","PS2 Bayern","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"325","PS2 Australia","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"326","PS2 Brazil 724","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"327","PS2 Canada 302","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"328","PS2 NorthAmerica","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"329","PS2 California","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"330","PS2 Lombardia","434.80000","431.80000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"331","IR3ZYQ 4000","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"332","IR3ZYQ WORLDWI","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"333","IR3ZYQ EUROPE","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"334","IR3ZYQ ITALIA","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"335","IR3ZYQ Veneto","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"336","IR3ZYQ CLUSTER","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"337","IR3ZYQ TG9","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"338","IR3ZYQ ARI","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"339","IR3ZYQ Hungary","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"340","IR3ZYQ Sverige","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"341","IR3ZYQ Finland","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"342","IR3ZYQ Spain 2","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"343","IR3ZYQ Deutsch","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"344","IR3ZYQ Bayern","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"345","IR3ZYQ Austral","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"346","IR3ZYQ Brazil","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"347","IR3ZYQ Canada","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"348","IR3ZYQ NorthAm","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"349","IR3ZYQ Califor","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"350","IR3ZYQ Lombardia","431.50000","433.10000","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"351","IR3ZWR 4000","431.56250","433.16250","D-Digital","Low","12.5K","Off","Off","ITALIA","Group Call","222","IZ7XXX","Always","Carrier","Off","1","1","1","Off","15","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0.00000","Off","0","1","0","0","0","0","0","0","0","0","0","1"
